2020,2030,2040,2050,2060,2070,2080,2090,2100,Cluster
53856.21873736543,49707.35320475032,43515.2742967619,35371.05133535871,22872.56355312687,10491.90790674804,-1208.0688531577591,-7761.286528501399,-8631.592482801681,1
52421.241393624055,46881.00482303066,37599.87025808923,31319.803334935896,26287.86235495444,22025.46020571738,18493.15702437007,16261.89909083614,14574.004042518987,1
55148.77806993719,55092.544179049866,44013.75171478289,33215.36156059518,24085.89720031404,17908.889259853382,14403.063082606668,11864.93018948311,11822.462345475871,1
54939.28122943675,54740.8675553386,34182.87769687283,31105.51445344993,27853.582186210217,19623.0575778945,17463.48131133591,14956.398407670578,12899.33568141193,1
55039.54825943675,55140.8186653386,54428.56174262895,53815.70436803017,53133.56264351316,52445.4984100492,51748.84307244065,51056.63844241694,50369.19389229553,1
56962.17001366566,53982.25739029953,49473.719865120926,44802.77005890288,40414.83122333344,34752.707566734505,33383.0303401963,31088.21087593981,28610.96922311513,1
56198.35788796767,46790.49794272708,39848.11368174864,31870.366815463058,24159.66606370883,16391.057559785,12277.98399135764,12224.740622730978,12055.70949479418,1
56176.99642586527,45171.330965440895,36612.68351160317,27087.84901014078,17815.34833305097,8289.56937734324,3369.095315490909,3281.9108836002106,3092.69410912526,1
56198.35785796767,47443.68561888033,41111.16042971841,34108.58422459324,26680.64354317646,19614.18186895089,12282.555263788508,12232.327529266338,12067.57931848274,1
56198.35791796768,45942.90488320984,38186.11611929072,29341.13508008687,20912.61339483174,12222.90141705677,3369.08430447259,3275.710592271969,3088.00126100446,1
56174.26490236833,47985.855849643645,42185.66259858886,35915.821232276685,28816.47271778106,22383.09160608037,15625.860504154389,12252.326012792018,12090.04179128415,1
56193.64003967261,46664.98182850152,39499.06169175272,31272.25065010531,23508.29383238445,15556.35535031158,7364.05506771011,3288.3283494475395,3097.7865785652893,1
56169.72056244527,48466.32826777423,43125.41010943982,37419.18822132565,30643.967686322423,24730.294818725928,18476.02778976262,12263.586940494552,12105.21689064275,1
56193.64003967261,47229.64073417755,40614.73703092194,33262.99380136558,25719.104795359868,18385.52171908207,10783.99120529895,3304.7365582103303,3105.327119159039,1
56172.94568863065,48858.92838770331,43917.73981731644,38676.997173112126,32228.65039257948,26730.80515621881,20913.90893970607,15147.56746626395,12101.09554793486,1
56189.318838838735,47677.680800175454,41579.55233963459,34909.26491508535,27626.70278969625,20845.6784403191,13767.698997291547,6792.92223213478,3114.4464862395293,1
56177.20934713008,49214.78504484866,44609.61156130151,39764.60999322483,33618.27165511132,28479.74330448016,23080.57906470889,17679.53400904794,12105.05667917052,1
56174.26490236833,48110.228224506616,42431.20507187403,36321.26910727229,29303.14718870544,23013.55129761539,16390.32892064345,9838.925194882651,3133.11263182504,1
57639.13529556447,55745.80996256819,34574.65999152185,22080.33469673347,12429.712330080149,6356.61694710556,2047.69120229261,250.47155659592,-1484.3344752876992,1
53307.99536582275,53801.6226995666,32805.38260475347,21518.86145898688,12524.637906410397,6520.628408366819,2576.4528151499094,1145.1361039869803,-81.81883413807023,1
53307.99539998089,51231.020478329854,32811.85177645266,21940.165947248875,13116.454076829194,6811.423480204221,2802.88421409411,1477.22805917978,163.08107511433056,1
57096.85999680227,53167.39034327914,34420.55356647883,22522.39053917381,12908.996047116398,6335.441268307568,2007.9235838650973,347.0075893220408,-977.3821715120048,1
57316.96393945555,55650.62109606499,38201.899341212345,29405.70157232285,22059.68474548464,15589.48197617356,9378.31262536203,6402.512246689979,6579.37420038713,1
57316.96393945555,55650.62109606499,38201.899341212345,29405.54394297665,22820.29881940304,16032.18133473036,9727.27693389463,6424.64737047278,3922.7112107059297,1
57316.96393945555,55650.62109606499,41293.09381982749,34737.57313391998,30379.363186481056,26666.6744636061,21791.35890283535,14945.86517050274,9140.49356290455,1
57316.96393945555,55650.62109606499,41293.09381982749,34737.57313391998,30379.363186481056,26666.6744636061,21791.35890283535,14945.86517050274,9140.49356290455,1
57146.4433834547,46184.74129407779,35148.13618486068,24473.89936761322,15508.3323813567,8740.45091999444,4480.50995026788,2474.6515210277403,885.9055806535,1
53346.90688381871,45024.13742621946,33261.40720396328,23316.47389760362,14778.151236054458,8037.31885315126,3947.60395233913,2115.82357605255,1221.0472713646718,1
58124.40860222746,49738.88015355258,37538.043560081285,30124.82592515625,23509.84139465983,18694.33651289216,12251.72182279053,6931.36684065637,6901.99799964885,1
57316.96391112089,48496.10559410945,37121.28776681635,29953.043311278856,23813.10010399832,18733.64182652376,12247.675027955229,6888.13065237178,3691.10237669273,1
57312.74615346693,48695.37814284036,40293.891019450864,34671.602613822375,31769.09894817441,28174.46428541424,23088.644998597352,17255.5091411861,10338.169486929151,1
57312.74615346693,48695.37814284036,40293.891019450864,34671.602613822375,31769.09894817441,28174.46428541424,23088.644998597352,17255.5091411861,10338.169486929151,1
57356.71811034272,44679.22553867776,32200.9684538032,20864.14786193107,10525.1474086604,4969.14182742855,664.0648255169305,-847.5665306483303,-2290.122867479279,1
57979.23100778787,47706.311380730695,40804.80158965936,34881.33426110572,28842.65962457153,24693.43996488141,22466.179258929304,19949.947622148,17262.537076547527,1
58983.83966774558,55030.10288460523,38440.05093170792,21151.66089896172,17210.704212011533,6380.107110111412,2541.5476702603046,1578.4471852599995,1073.0720256805307,1
58090.84038646558,53865.27410509523,41926.77292162273,24996.832139769715,21931.91119481153,10695.915583571412,6126.626820139303,2965.2858284380004,1410.2757952375305,1
58947.400438855584,55259.17109043375,39832.27482692491,29053.33939549572,24879.94138990153,19425.93758835141,13737.639855039304,10730.764940818,9515.006705577527,1
58090.84038646558,53865.27410509523,41953.62937036515,28831.08593078072,28531.78629744153,17299.85569672941,9830.960625949305,4533.924419228,2175.80456505753,1
58090.84038646558,53865.27410509523,54885.49017757867,56859.92929424848,56195.74599886007,52566.49322112175,41605.7882395225,31996.59058852944,31029.47986283977,1
58090.84038646558,53865.27410509523,54885.49017757867,56859.92929424848,56195.74599886007,52566.49322112175,41605.7882395225,31996.59058852944,31029.47986283977,1
58996.20765987558,50957.56707488322,37499.52577397692,27676.470724695715,22764.98120070153,17640.04358047141,13318.848514949304,8140.865888499,7767.8921835765295,1
58066.99372777558,49821.01562668782,37445.72987486592,28726.54855917572,28076.18706959153,18454.89447804541,12531.542970439305,6633.560974827999,4177.14198676753,1
57503.53116126616,56567.39709463883,55804.96274543074,57760.908856252296,57041.492813086224,51908.28206119407,39258.24639922259,29420.839030785228,29404.559636109,1
57503.53116126616,56567.39709463883,55804.96274543074,57760.908856252296,57041.492813086224,51908.28206119407,39258.24639922259,29420.839030785228,29404.559636109,1
57456.14288089713,56839.07017146648,45611.965591707376,32090.615120910177,18542.76379643497,12759.523988006977,9579.719484823856,8063.623524712049,7503.2579411597,1
57852.133547395664,54809.8500229782,37839.41882162225,27274.53285932327,19733.719376266745,14556.45473233156,10170.84321265181,10119.93328979272,6382.3319553875,1
57004.07183369903,58391.70842331142,55426.02692918123,54617.14517590423,53355.89270803805,53086.33763189608,50341.16936357692,47477.43458457998,47991.96808911902,1
56325.57414315904,56942.89733472143,54356.67491960124,53358.38833505423,52175.25861411806,51903.94078020608,49349.84311546692,46479.69404430998,47225.68914472903,1
52712.592014486254,45770.028216752966,35048.11800099259,25608.485831016143,17823.77133658495,11438.52916580179,3145.92427596508,-2073.0513811155893,-2588.8571092760485,1
55597.0570866237,54120.89050304414,50424.579151112426,44239.76588407053,37555.54673195774,28034.45001207608,15651.40031512904,3857.8977907568296,-457.3144132044309,1
55967.66657002067,56719.50450148194,57112.91133519118,55456.81354783868,51923.35327820048,44430.90426211098,33987.31495237432,26124.63820082824,18602.43748137172,1
56471.3339184166,60125.25690953524,62272.54453620098,60890.86714207548,59599.63425272643,56684.54220850016,50063.45911312744,44521.43353325408,39455.50337253064,1
57242.56252761729,52530.737325760536,46197.962059872094,35966.00531795638,25026.674549466105,21821.45629815005,14925.963273631229,10610.21566702854,7986.48975930389,1
58991.464389402725,62780.80313789026,60243.06558814516,55062.63923123838,48554.15621768642,42246.104623004,32291.00168835809,24241.2599647108,23298.40595524341,1
62765.77796813867,64954.45567535043,58197.41947275937,51846.03139649151,41487.89673947128,32162.565715483204,25205.72290861547,21340.34694895864,19731.81478207541,1
64431.829020902325,72077.4501647283,73880.64636677057,75322.4258614089,70997.18300732192,63329.30264653916,54514.067327018645,48100.16792953876,44013.9222436674,1
57286.75144398733,53287.55259939803,46934.32357072937,35080.8020638861,24035.36607817576,18607.387688204763,14652.356196038048,10313.03890807717,8169.507595779673,1
58659.66528816195,63197.81207464792,68438.50572063572,56584.75103752573,43937.36360390131,37892.00968708335,30117.2392151745,20912.53598845125,17892.260441358532,1
59863.35041473735,58931.930304606285,51633.25660988437,39473.75484731592,25800.05207918977,18074.00145596881,14713.82670991264,10054.95884100321,7954.14469155235,1
61224.30578732386,67868.54702605176,67106.5067944741,59090.96013528644,45397.79341355973,37247.79342824279,28840.35080917362,21018.06736889677,15400.55954684595,1
54717.67069829589,51534.60031011889,40604.84662516218,31524.37376769564,25425.994177752626,19511.05197778675,16284.3413250446,11840.31831632592,8345.424465602391,1
54734.66992366005,52520.850374827554,41172.1923061682,30922.58863334352,24507.012100784566,20905.92234135685,16882.78666477423,12294.89188378827,8472.83990322488,1
54949.48433626346,49638.12819960347,37209.58542959991,30421.717156755178,26923.95715049596,23319.44383621412,16680.719064726152,11150.84193520074,8974.63982978079,1
55175.88837781361,51885.92627395243,40961.93379903674,30058.94096259956,24365.79410002425,20442.84274265072,16935.07743040416,12472.15097243468,9531.770963538327,1
60416.39019265346,53376.46804033554,41880.001733311954,27575.00991564659,19437.180837243508,15862.73445779898,11659.91082534617,7208.787127359849,4857.04553262963,1
60905.28182929227,53484.223102944976,44795.14457114689,32481.61175765205,25545.120564769422,22998.36626638596,18481.86886371193,15189.88334771617,13139.76632623285,1
60681.87990841346,57444.62330515413,50837.93693968586,42323.72729153301,33861.68964596594,28951.826762593453,23350.2794085158,18173.2017927738,13679.89067938469,1
61169.34356176226,57522.95304516069,51430.18152024904,43152.67419558075,36797.87347161056,33449.57836325963,29925.41306904512,24786.92218838344,22338.865923821948,1
55994.09861443727,60395.90904916404,60502.10818950877,58456.12408042643,57487.91523341844,56297.9174591807,51569.95917400584,46012.12208932394,38570.977225570496,1
55997.37053986727,49816.19929913613,32909.47633201613,21345.219739274515,15279.909211288948,9142.91784334676,1570.89876429241,-1597.11399075408,-3166.3374060772994,1
55947.05501654727,48934.66874688973,30541.420739439985,19616.28792031646,14819.32813653876,11153.87259326776,6722.48985120241,3742.74528465892,2305.5053919517,1
55995.16742107727,47611.5932729646,31600.923841670847,20088.30119680287,14301.552198375946,8996.09273818376,2735.611991361411,-1005.5923667180796,-3170.3609597383006,1
56021.09383958727,52716.003963370174,44075.21924363867,35408.54186122857,30958.769206154942,25341.864284778,19091.49800742219,13641.21021488112,8419.95779764056,1
55971.66111845728,50624.958684179255,46027.68618170918,43519.78093551644,39403.19441058199,25301.8280045816,15041.509967261289,11323.02648082618,9411.58476612128,1
56013.84548283727,51739.4938601772,49969.65921758862,43797.42358335544,43724.13715357744,31310.20007568502,19573.11877375261,12195.990510965868,8835.228834586449,1
56016.73273247727,50533.46316609535,41735.28680112983,35338.19289142035,29261.46009259233,23666.40491070238,18808.4011026715,13186.29889672163,10515.86144261956,1
56673.11910763728,50277.4631657912,34904.04308240377,20876.941853232816,14051.739441676831,5896.226345139418,1708.0456398933466,-1961.2088025572805,-5436.49812043198,1
56086.28154006727,53699.083708992126,38290.19390181965,24885.38552601741,16389.540001024747,7863.038463885457,2759.5764497804653,-968.0434547682712,-3533.4146376671392,1
56020.50906885727,47432.6251096755,31945.78097463146,23715.94836719352,14473.313925182743,9987.068893792455,4767.809690941466,1833.7902769007296,636.5964003318597,1
56085.19990329727,50680.29551823366,31445.85678165581,22246.667217247406,13657.805486504743,9813.797667275456,4436.4641120704655,1084.3826473207298,-936.4071274801393,1
56086.28154006727,54363.065337862114,48630.24346974977,39491.87554637655,32737.58476911227,26297.078417625456,20042.756514190467,14398.90409594073,14293.02729977986,1
56020.49574929727,50032.11964119914,45895.52827196007,39971.68628370207,33590.46339795646,27701.35612072487,22007.156507203825,18541.17941925933,18556.21840093496,1
56094.97577475727,51486.247755280536,47942.07703033498,45031.46540618924,34815.28140284186,27297.63735590412,19754.629983682946,17192.006249458653,19065.90933243376,1
56062.11472089728,51666.55372199366,41100.213869076986,37718.01594432632,32139.22786035761,24943.9904345814,19624.021969619323,16119.585937916629,17378.19993486366,1
56108.45970314727,55480.23185396212,58145.07344590906,54465.52272805711,53707.13137720291,54579.75399623625,49690.29590177618,40886.204728837525,36123.45765525593,1
56085.19990329727,53511.11666494366,53756.55556226386,51904.201902297886,53408.59456395712,52334.95779605192,44774.73980199027,34585.434529079095,30820.04477442509,1
50660.1608281188,51305.544423683015,46032.72404626551,34092.31601130306,26052.847272582017,17472.14034218243,7149.7893207304,-4377.235446652181,-14343.90761600936,1
51518.4124218815,45605.01565565235,40432.20561121264,32135.93328499452,23139.28712726222,16284.877104548616,9114.403574932086,4198.745764782835,1600.5365740982334,1
51516.09759027047,38590.6642207536,29693.48457095278,20085.16736303859,13593.679850384538,6194.41296659889,-273.43955980813257,-3922.223411113405,-5958.922583653213,1
51523.48132367952,52191.51959081138,40769.79578333439,31959.743362216526,21661.71353944181,15228.29486821154,7858.439745793709,1718.5704927160489,-1483.179971278203,1
51513.75921670404,52197.7538797229,23593.189859189955,12076.774182164769,4785.398124213804,-22.23495378647976,-4803.574431796341,-9271.1847627696,-9887.581124013785,1
51542.763689028165,52194.58291522817,28932.21190512752,17356.965583446286,8699.848274721346,3106.6065558481955,-2505.0923939899394,-7131.200586834679,-8019.4992667714,1
51541.14337523932,52197.066469451245,47900.39651328693,42795.81946575189,37649.41651335981,32865.36394172343,28508.427816264382,25376.06420402808,22752.6841463848,1
50784.56647801001,50982.78126456376,46136.33483605056,40896.31885194534,36023.031314944,32038.31656515893,28405.338323665448,25539.412063039228,23037.981882327946,1
50779.92938767645,50974.66586308464,27056.74423491094,15415.215375136631,6791.702675715207,1376.89757152087,-4494.284521491806,-8507.299944579376,-9197.601439724343,1
52403.22621816118,43369.24143104911,37877.875948494606,28427.230075943364,19673.719390651582,12179.605673785449,6538.013592724623,2301.179524630764,-960.4566249700716,1
52403.22621816118,43841.26808824552,38315.83997477141,27932.85080539337,18516.472992551586,12159.386927405449,6577.160317334622,2452.115922498764,-698.9897352260709,1
52219.12064307533,40621.88160980042,34374.1293818937,23386.917696790057,15669.59340277166,10385.26458982713,7801.52375222762,5623.638694004184,3927.430566699647,1
52230.53742805998,42696.87273864503,37050.27177580741,26436.07551963076,17481.12029973138,11470.442443761847,6522.639876096423,2921.039167942765,218.87157513392955,1
53663.57013007732,39905.84388139717,32165.951798528866,20947.34925481404,12873.839993646763,6558.505179516093,1969.9636389091263,-1790.9466654682808,-4337.836948898949,1
53818.04836602171,44367.11324230751,41687.94290082537,35622.37545573881,29311.928651826813,24294.5734164634,20162.180243838928,16245.684206012702,12908.41599413411,1
53761.22842195881,45164.50358228296,42954.13640904975,38174.019934165735,33570.464092914,30306.94401342333,26857.91704755665,23401.250289235628,21641.26040522654,1
48409.71342798191,41409.30236963937,35537.145026979575,26211.84546714891,15503.123049202924,6881.153831915183,522.5146221293396,-4817.9655915977455,-8559.658994460071,1
50094.94641608335,47940.71614264415,44126.50798749668,40564.11930288199,33955.29626869706,23513.7851280031,13270.022175451462,4959.976161822505,-1504.129973917575,1
51004.42971366684,52638.225553589255,51737.77764035552,50470.20882894672,48640.49507697635,43483.88264200582,35514.43493839598,25140.304284508973,14658.285093630157,1
51528.439521012566,44416.6623855708,35223.45650696922,24586.860555057032,16900.863436758238,9381.29559085517,2696.948038734958,-265.8470129416691,-2514.481506993147,1
52659.13000819867,53241.80421350071,48459.65966488048,42179.44785721161,33345.65066822549,24250.55881875548,16352.503473461447,10076.480539618322,6494.392710779043,1
53335.88482457335,56148.0774764118,55924.19047820471,53604.71412626931,49318.107263929225,44205.26141165043,35397.8571174956,25025.06218981265,18608.267197429377,1
59326.29711312649,57785.80203268626,40484.93077803809,30899.275917628707,21719.22745272238,14823.05505673842,10810.109930369788,8510.435909031079,8093.113540828171,1
60058.06332875473,64555.44717498648,56398.596991060855,48195.0569402023,38781.89999039385,29134.374710585074,22577.60029435736,18350.06048777088,16364.858272392989,1
61003.7389493129,71594.63675910834,74516.29245586798,74226.53674837663,68321.81134272255,57827.14220830786,48729.98438309396,43149.01232923207,39618.33456768647,1
52436.87864097008,53140.9434546412,45166.50727736352,33245.14704798001,20288.76534801841,11246.70645099672,3316.1900297022103,-2428.8204267813303,-6318.57970723813,1
52286.01813409288,52721.37517580623,35471.296822291886,19203.841533942938,8098.454807604601,-854.10826130272,-6647.570372734848,-10562.799989652722,-12424.534403053842,1
52547.1201830891,43563.493273125496,33453.41627253681,21199.620872101696,10379.165013629348,3557.9371238064005,-2086.1986959792,-7103.314826730201,-9797.2833156918,1
52421.82472449968,49303.86006393976,43351.43757967636,34031.02496673881,21863.01288236457,12723.4124449289,4838.141126255769,-1014.28734356993,-4808.16462686967,1
55986.385991024734,55130.3608393226,35779.87149207787,22392.53747192573,13165.2815233004,6233.600465372218,-393.6143104076783,-4123.784305143792,-6399.440188515505,1
53961.76895236692,52095.29657956171,36146.77670716284,23001.94424520856,13371.328540172955,7303.54917084578,827.3029416460934,-3564.4768472662154,-5797.293935617543,1
