2020,2030,2040,2050,2060,2070,2080,2090,2100,Agg_Category
52778.35739083995,48126.44149147164,42003.4060383138,35685.52261621241,29269.30244245689,23731.52993161546,19638.64872158845,16740.166399446152,14610.66938446971,C56
52018.88955371035,55876.29904384824,57975.5521805617,53255.7381247033,47467.30065174828,41005.8407500513,35205.63821053598,30248.56328542541,26898.48411138685,C56
59194.18442475166,50964.3451493344,43813.96848534852,35886.01488106434,29281.509040076784,23220.361850979283,19174.19297334334,15763.821330243178,13155.468006033783,C56
59147.084357356034,59826.18605712437,60078.27198722945,53194.11590750595,45569.19642108505,39634.898849122015,33858.19189545893,28945.90493079827,24588.853037054352,C56
58042.41800807633,52281.52243955486,29454.30953389416,24561.35006040472,19029.34910376843,18464.2885607711,20018.16440011188,20300.0338587703,18360.77283225376,C56
57821.41653099615,36637.34487411525,31239.335667603827,27604.042910067543,22469.83460810849,21767.46532205456,23352.23251543874,23861.49820491908,21333.575787339298,C56
59063.92894624159,55857.67470824565,41272.32116922483,35865.23648978716,29238.198962989733,18777.89811025051,8398.490012140226,8353.700557220693,8471.227329470385,C56
59063.92894624159,55857.67470824565,42795.4022824104,37144.40863192368,30841.532525047045,21418.89951622821,10280.951157115416,5197.9487971515055,5296.387591034304,C56
59063.92894624159,55857.67470824565,45043.40972971508,39180.64037264008,33455.677563794445,25001.96128665899,13697.239303955796,9026.264787312572,9144.409772658975,C56
59063.92894624159,55857.67470824565,45043.40972971508,39180.64037264008,33455.677563794445,25001.96128665899,13697.239303955796,9026.264787312572,9144.409772658975,C56
59232.99184055899,57287.3800038191,53583.49971415551,48033.46165731114,42147.33829349773,37060.76238267972,32301.80067409464,28288.55114169552,24849.38692754566,C56
59063.92894624159,46394.77249071401,42409.94478387421,36689.46109644308,31014.22381083612,23096.296175810927,12332.350909571467,8356.852496291973,8474.443322466715,C56
59063.92894624159,46394.77249071401,42409.94478387421,36689.46109644308,31014.22381083612,23096.296175810927,12332.350909571467,7637.025920920273,7751.030710453822,C56
59063.92894624159,47831.57553234156,43918.58520383938,38487.50052182018,33298.39464007479,25782.78810221337,15391.144656535467,11410.59201661806,11536.62802240943,C56
59063.92894624159,47831.57553234156,43918.58520383938,38487.50052182018,33298.39464007479,25782.78810221337,15391.144656535467,11410.59201661806,11536.62802240943,C56
58232.14450112276,57927.74570431528,59283.83626352029,51553.40990303873,44702.38381516261,39613.41589093661,34566.63714942077,30129.75826185609,26104.26246621501,C56
58226.913401973405,47956.204577240685,42159.62593496166,35540.50314466566,29544.24270066548,24083.23758842013,20630.79213371628,17755.185070186926,15609.518665361731,C56
54151.422083203885,56963.0354659046,56978.57022834356,55381.90566320789,58178.07305732667,61105.22832057375,59874.47501358856,58557.48118056217,56641.98782560256,C56
53829.86875309667,39124.8702091147,38952.08788064522,32910.13392536468,32264.95478220112,31062.379610836,29798.928428105857,29436.08571960837,29362.91595740454,C56
54108.41831159743,52565.77592678382,52774.24320993044,51841.02885415203,52400.46448600966,55134.45169290908,54360.49187825452,52673.97069797938,52538.77433310801,C56
53854.81600671959,51290.43460337238,43225.07963666586,37672.2040410932,26856.50771046508,14395.94207163606,1428.6470335345591,-7083.11430818158,-8100.163321729939,C56
53933.87093622873,50622.66643923247,44053.98477386596,39481.05133613281,31243.810498984527,19073.052503770858,5168.605655803703,-6874.406380121053,-8842.889551208924,C56
