2020,2030,2040,2050,2060,2070,2080,2090,2100,Cluster
52561.23314400691,39070.2650272553,25755.10589103786,19421.65602357748,14142.84141859588,8991.90059287664,6829.80035048293,5147.17203178005,4376.218164080892,0
58811.281371733465,41593.743290414335,27616.06150046723,20406.272359777013,14358.588550086,8465.819037793368,5752.753416720298,3536.053185827641,2324.7582204147943,0
58042.41800807633,52281.52243955486,29454.30953389416,24561.35006040472,19029.34910376843,18464.2885607711,20018.16440011188,20300.0338587703,18360.77283225376,0
57975.03050614159,53469.31672951015,28614.38486100332,14360.759167360116,7973.8405019579295,6968.176880109412,8124.639539634503,8769.360234441201,8149.258078135929,0
57248.8973734312,33492.364982974366,19284.335353697163,14788.429143703896,8373.63998612419,7273.32060650704,8426.203854772477,9048.990902196294,7896.921067380048,0
57821.41653099615,36637.34487411525,31239.335667603827,27604.042910067543,22469.83460810849,21767.46532205456,23352.23251543874,23861.49820491908,21333.575787339298,0
57304.72828332141,31253.752624492183,13704.529491100771,263.645741289223,-1698.499467001564,-1402.2973266892916,-1319.5969434814824,-1135.782806651364,-1308.6838751547696,0
57139.71450539473,40976.7711189129,27450.79805808044,15419.9888360993,11187.768850862903,9496.54073087997,8539.70372883022,7758.058970508918,7005.358708387734,0
59085.0774470792,55841.250294853045,33144.59561981519,25494.17408641357,13954.463482260073,4512.234588624473,1708.3276666405034,1920.9507785396409,2039.521550949092,0
59085.0774470792,55854.22508581735,33556.32552834863,26379.202357031583,15067.526774526694,7817.409086137836,8091.590109503946,8270.540171304467,8380.588869243744,0
59076.038407950255,55846.53951565907,32276.937823724533,17274.217975495063,6893.139734466496,1404.347119581943,1705.334395115327,1896.7111974778363,2008.875681817526,0
59085.0774470792,55841.250294853045,32297.405513372218,22296.62690744764,10380.09635524759,1951.00639865478,1708.632349079887,1908.9048068159807,2023.7434034024736,0
59056.4401515568,37452.77835379294,32614.94350786992,25093.68306329153,14162.758297056564,7795.910348282383,8074.8720321669425,8252.809042513252,8359.90963144736,0
59063.92894624159,33716.85340220809,22258.134358733165,11386.431399332583,2607.701903691309,-2444.809932042676,-2828.172848061396,-2604.3432091890577,-2462.6752413561644,0
59056.4401515568,34037.12467471893,25323.589629574788,15165.281377025529,5319.803643124003,-1139.035555307577,-2810.797585947169,-2560.3511016472685,-2419.418032185725,0
59056.227150292,34861.59256152992,27785.48822030974,18836.632553733587,8034.51670770977,726.9792271358542,-2839.2419864641847,-2546.4426171292457,-2399.3886081267374,0
